,text,text_clean
2170,"Katanya merah putih,.. 
  Indonesia raya, demokrasi dari rakyat untuk rakyat... 
  
  Sadarlah para pemimpin... Jangan rakus!!!!",katanya merah putih indonesia raya demokrasi dari rakyat untuk rakyat sadarlah para pemimpin jangan rakus
2171,Apa yg dpt kita lakukan? Setelah nonton film ini,apa yg dpt kita lakukan setelah nonton film ini
2172,"Pasal 33 UUD 1945, Ã¢â‚¬Å“Bumi, air dan kekayaan alam yang terkandung di dalamnya dikuasai oleh negara dan dipergunakan untuk sebesar-besarnya bagi kemakmuran rakyatÃ¢â‚¬Â ?????
  :(",pasal uud bumi air dan kekayaan alam yang terkandung di dalamnya dikuasai oleh negara dan dipergunakan untuk sebesarbesarnya bagi kemakmuran rakyat
2173,masih menjadi misteri. kenapa vidio ini ga masuk trending ?! padahal komentar 99rb dan viewers sekarang 22jt ..,masih menjadi misteri kenapa vidio ini ga masuk trending padahal komentar rb dan viewers sekarang jt
2174,"Gubernur siapa tuh? 16:00..
  Kasihan daerahnya",gubernur siapa tuh kasihan daerahnya
2175,Oalaaah batu bara masalhnya. Ya sdh bendungan lbh d perbyk dr pd pltu. Trus bndungan ny di ksih plta. Bisa jg di sumber2 air kecil di kasih plta. Skian opini dr sya Ã¢ËœÂº,oalaaah batu bara masalhnya ya sdh bendungan lbh d perbyk dr pd pltu trus bndungan ny di ksih plta bisa jg di sumber air kecil di kasih plta skian opini dr sya
2176,Dimenit 40.47 Salah satu warga mengatakan bahwa setelah digusur petani hidupnya lebih susah. Harusnya jika mau melakukan penggusuran pemerintah harus memikirkan kesejahteraan masyrakat setempat...,dimenit salah satu warga mengatakan bahwa setelah digusur petani hidupnya lebih susah harusnya jika mau melakukan penggusuran pemerintah harus memikirkan kesejahteraan masyrakat setempat
2177,rezim bangsat,rezim bangsat
2178,https://www.youtube.com/watch?v=a0K7xrcU_Z8 kondisi desa di daerah tambang batubara,kondisi desa di daerah tambang batubara
2179,Gila air laut warna item,gila air laut warna item
2180,semoga bermanfaat,semoga bermanfaat
2181,baguss,baguss
2182,"Film apaan nih
  Ga sesuai Ama judulnya hadeh",film apaan nih ga sesuai ama judulnya hadeh
2183,Gubenurnya tanpa sedih dan salah dalam berbicaraÃ°Å¸Ëœâ€˜,gubenurnya tanpa sedih dan salah dalam berbicara
2184,"Inilah potret sebenarnya indonesia, kita harus mengakuinya",inilah potret sebenarnya indonesia kita harus mengakuinya
2185,"Dari video ini,kampus gue diksh tugas buat merangkum isi video tersebut.Ada yg sama?",dari video inikampus gue diksh tugas buat merangkum isi video tersebutada yg sama
2186,"Memang benar yg dibilang ""ekonomi dan lingkungan sulit untuk jalan berdampingan""",memang benar yg dibilang ekonomi dan lingkungan sulit untuk jalan berdampingan
2187,"Bisa bikin kita lebih berhemat dalam penggunaan listrik. . Keren videonyaÃ°Å¸â€˜Â
  
  Kalo boleh tau, apa benar ada temn sy yg jadi crew atau tim sukses yg bernama *Lucas Wardi Firdaus* dalam pembuatan video ini?. .",bisa bikin kita lebih berhemat dalam penggunaan listrik keren videonya kalo boleh tau apa benar ada temn sy yg jadi crew atau tim sukses yg bernama lucas wardi firdaus dalam pembuatan video ini
2188,Aktifis2 yang perduli lingkungan tidak akan di dengar oleh pemerintah karna udah buta sma harta,aktifis yang perduli lingkungan tidak akan di dengar oleh pemerintah karna udah buta sma harta
2189,kapal layar emank efisien....mau kiriman online anda 3 bulan baru sampe?,kapal layar emank efisienmau kiriman online anda bulan baru sampe
2190,Harga mahal untuk setitik cahaya di kegelapan nya malam,harga mahal untuk setitik cahaya di kegelapan nya malam
2191,Ya Allah kemanusiaan sudah hilangÃ°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­,ya allah kemanusiaan sudah hilang
2192,"Saya sedang melakukan penelitian terhadap tayangan ini, mohon dibantu untuk diisi makasih https://docs.google.com/forms/d/1VsbIhCfhO226J5sBjg54h0VcUGz5RoGK72QjKYS6YGY/edit?usp=sharing",saya sedang melakukan penelitian terhadap tayangan ini mohon dibantu untuk diisi makasih
2193,22jt tapi kgk masuk trending?! Holy----,jt tapi kgk masuk trending holy
2194,Yang bisa nyelesain ini cuma rakyat itupun klo rakyat nya mau bersatu.cuma pendapat saya,yang bisa nyelesain ini cuma rakyat itupun klo rakyat nya mau bersatucuma pendapat saya
2195,serius nanya itu dia kenapa bisa tenggelam ga hati hati apa gimana?,serius nanya itu dia kenapa bisa tenggelam ga hati hati apa gimana
2196,Terbaik... Ã°Å¸â€˜Â,terbaik
2197,Terima kasih buat videonya jadi terbuka lebar mata saya dan sdh berhasil buat saya menangis setelah menontonnya,terima kasih buat videonya jadi terbuka lebar mata saya dan sdh berhasil buat saya menangis setelah menontonnya
2198,paraa mafia2 dan tikus2 indonesia cocok di masukan ke dalam kolam2 yg ada di kalimantan..buat bikin efek jera...klo boleh di live kan,paraa mafia dan tikus indonesia cocok di masukan ke dalam kolam yg ada di kalimantanbuat bikin efek jeraklo boleh di live kan
2199,bang luhut panjaitan please jgang serakah dong......pikirin rakyat kecil,bang luhut panjaitan please jgang serakah dongpikirin rakyat kecil
2200,"ada 1 hal yg saya bingung dr dokumenter ini: lahan bekas tambang batubara itu jadi danau, trus kenapa orang2 yg main di danau itu jadi meninggal ya? apa karena danaunya beracun? atau karena mereka kepeleset dan ga bisa berenang? bingung aja sih..",ada hal yg saya bingung dr dokumenter ini lahan bekas tambang batubara itu jadi danau trus kenapa orang yg main di danau itu jadi meninggal ya apa karena danaunya beracun atau karena mereka kepeleset dan ga bisa berenang bingung aja sih
2201,Lha wong nyatane yo menang kok neng jateng..,lha wong nyatane yo menang kok neng jateng
2202,semangat dedee ketut .. Ã°Å¸ËœÅ,semangat dedee ketut
2203,Hidup dengan memanfaatkan hasil kapitalis kah kita ?,hidup dengan memanfaatkan hasil kapitalis kah kita
2204,"Pertanyaannya, kapan Indonesia mau mulai Go Nuclear yang notabene JAUH lebih ramah lingkungan dari Energi Fosil dan lebih efisien dari Energi Terbarukan macam Surya, Angin, dan semacamnya?
  
  
  
  Oiya, Nuklir kan cuma jadi pilihan terakhir di Undang-Undang kita. Berarti kita harus nunggu sampai lingkungan kita udah gak bisa diselamatin lagi ya?",pertanyaannya kapan indonesia mau mulai go nuclear yang notabene jauh lebih ramah lingkungan dari energi fosil dan lebih efisien dari energi terbarukan macam surya angin dan semacamnya oiya nuklir kan cuma jadi pilihan terakhir di undangundang kita berarti kita harus nunggu sampai lingkungan kita udah gak bisa diselamatin lagi ya
2205,"Harusnya di saat seperti ini pihak yang terlibat haruslah tutup mata demi kepentingan rakyat yang lebih menguntungkan semua pihak yang terlibat 
  Entah ingin jadi apa negri ini kedepannya jika itu isi dan ambisi semua pihak yang terlibat knp indonesiaku ini yang di perjuangkan dengan tumpahdarah melawan penjajah tetapi sangat mengimani pemikiran asing hanya karna latarbelakang mungurangi kemiskinan dan kesejahteraan knp tidak memakai cara indonesia yang katanya dulu menjunjung teguh penyamarataan penghormatan apakarna kami yang tak begitu menguntungkan bagi negara yang dulu di merdekakan nenekmoyang kami bersama2 hingga nenekmoyang kami yang tidak pandai berbicara dan mengatur strategi rela mati demi tercipta indahnya kedamaian di negri ini supaya menjadi negri indonesia tercinta bukan karna ingin menjadi negara asing yang sejahtera 
  Saya bertanya hingga sekarang siapa yang disalahkan apakah diri yang lemah ini atau pemerintah yang perkasa di atas kekuasaan nya 
  Sampai2 timbul di hatiini bingung ingin memilih janji 2 hanya karna terbawa emosi 
  Jika bapak pemerintah tidak ingin melakukan nya karna rakyat setidaknya lakukan demi nenek moyang yang berjuang bukan karna indifidual tapi karna anak cucu mereka kedepannya 
  Dan setidaknya hargai protes mereka dengan kerja nyata bukan hanya tertawa seperti mengangap mereka bukan apa2 apakah ini jawaban terbaik bagi kemajuan teknologi yang akan membawa kesamarataan jawabannya tentu tidak harus kah yang lemah harus menunda kebahagiaan mereka karna mengikuti proses penyamarataan ini dan yang kuat tetap berdiri kokoh membangun negri sampai kapan kami yang lemah ini menanggung dan harus bertumpah airmata dan amarah demi terbangun nya kesamarataan di negri yang merdeka ini bukan kekrasan yang mereka inginkan tetapi keadilan yang dibutuhkan memang banyak permasalahan negri ini tapi bukan jawaban : saya juga ingin itu terjadi yang terlontar dari mulut mu atau janji 4 tahun lagi untuk membenahi negri ini atau indonesia yang luas ini tak bisa dibenahi kalau tidak satu persatu 
  Ingat bukan kami yang membuat anda menyanggupi segala tanggung jawab ini tapi anda yang meyakinkan kami bahwa anda sanggup dengan beban amanat negri ini tapi hanya keluhan yang kami terima dari mulut anda seolah lelah dengan beban berat negri ini hingga anda tak sadarkan diri sehingga bukan rakyat yang mempercayakan amanah ini kepada anda yang anda dengar tetapi hanya kalangan atas yang semakin untung dengan adanya ini sudahkah sadar engkau di penghujung jabatan ini atau anda ingin sekali lagi tak sadarkan diri atau ingin memperbaiki kesalah di bbrp tahun belakangan ini entahlah kami hanya bisa berdoa yang terbaik untuk negri tercinta ini Ã°Å¸ËœÅ¾Ã°Å¸ËœÅ¾",harusnya di saat seperti ini pihak yang terlibat haruslah tutup mata demi kepentingan rakyat yang lebih menguntungkan semua pihak yang terlibat entah ingin jadi apa negri ini kedepannya jika itu isi dan ambisi semua pihak yang terlibat knp indonesiaku ini yang di perjuangkan dengan tumpahdarah melawan penjajah tetapi sangat mengimani pemikiran asing hanya karna latarbelakang mungurangi kemiskinan dan kesejahteraan knp tidak memakai cara indonesia yang katanya dulu menjunjung teguh penyamarataan penghormatan apakarna kami yang tak begitu menguntungkan bagi negara yang dulu di merdekakan nenekmoyang kami bersama hingga nenekmoyang kami yang tidak pandai berbicara dan mengatur strategi rela mati demi tercipta indahnya kedamaian di negri ini supaya menjadi negri indonesia tercinta bukan karna ingin menjadi negara asing yang sejahtera saya bertanya hingga sekarang siapa yang disalahkan apakah diri yang lemah ini atau pemerintah yang perkasa di atas kekuasaan nya sampai timbul di hatiini bingung ingin memilih janji hanya karna terbawa emosi jika bapak pemerintah tidak ingin melakukan nya karna rakyat setidaknya lakukan demi nenek moyang yang berjuang bukan karna indifidual tapi karna anak cucu mereka kedepannya dan setidaknya hargai protes mereka dengan kerja nyata bukan hanya tertawa seperti mengangap mereka bukan apa apakah ini jawaban terbaik bagi kemajuan teknologi yang akan membawa kesamarataan jawabannya tentu tidak harus kah yang lemah harus menunda kebahagiaan mereka karna mengikuti proses penyamarataan ini dan yang kuat tetap berdiri kokoh membangun negri sampai kapan kami yang lemah ini menanggung dan harus bertumpah airmata dan amarah demi terbangun nya kesamarataan di negri yang merdeka ini bukan kekrasan yang mereka inginkan tetapi keadilan yang dibutuhkan memang banyak permasalahan negri ini tapi bukan jawaban saya juga ingin itu terjadi yang terlontar dari mulut mu atau janji tahun lagi untuk membenahi negri ini atau indonesia yang luas ini tak bisa dibenahi kalau tidak satu persatu ingat bukan kami yang membuat anda menyanggupi segala tanggung jawab ini tapi anda yang meyakinkan kami bahwa anda sanggup dengan beban amanat negri ini tapi hanya keluhan yang kami terima dari mulut anda seolah lelah dengan beban berat negri ini hingga anda tak sadarkan diri sehingga bukan rakyat yang mempercayakan amanah ini kepada anda yang anda dengar tetapi hanya kalangan atas yang semakin untung dengan adanya ini sudahkah sadar engkau di penghujung jabatan ini atau anda ingin sekali lagi tak sadarkan diri atau ingin memperbaiki kesalah di bbrp tahun belakangan ini entahlah kami hanya bisa berdoa yang terbaik untuk negri tercinta ini
2206,"Saya ga nyalahin pemimpin... Makanya mulai buka mata buka telinga, pilihlah pemimpin terbaik jangan pilih karena uang 100-200ribu.. demi Allah saya katakan mungkin lebih dari 50% rakyat memilih karena uang padahal uang segitu paling irit 3-4 hari habis.. dengan alasan ""yg penting ada duitnya toh mereka duduk untungnya apa buat saya?, Penghasilan saya hasil kerja saya bukan pemerintah."" Dan masih banyak lagi alasan ketika sudah begini barulah menyesal tp ketika pilkada atau pemilu datang lagi, prinsip imerekapun balik lagi yg penting ada uangnyaÃ°Å¸Â¤Â¦Ã°Å¸Â¤Â¦.
  
  Bila kita tidak sadar dari skarang, tidak berjuang dari skrang bukan skedar miskin anak cucu kita, tp anak generasi penerus bangsa ini akan habis!!!.
  
  Korupsi bukanlah masalah paling berat dalam sebuah Negara, tp pemimpin yg tidak perduli akan keberlangsungan sebuah anak cucu kita itu masalah yg paling utama.",saya ga nyalahin pemimpin makanya mulai buka mata buka telinga pilihlah pemimpin terbaik jangan pilih karena uang ribu demi allah saya katakan mungkin lebih dari rakyat memilih karena uang padahal uang segitu paling irit hari habis dengan alasan yg penting ada duitnya toh mereka duduk untungnya apa buat saya penghasilan saya hasil kerja saya bukan pemerintah dan masih banyak lagi alasan ketika sudah begini barulah menyesal tp ketika pilkada atau pemilu datang lagi prinsip imerekapun balik lagi yg penting ada uangnya bila kita tidak sadar dari skarang tidak berjuang dari skrang bukan skedar miskin anak cucu kita tp anak generasi penerus bangsa ini akan habis korupsi bukanlah masalah paling berat dalam sebuah negara tp pemimpin yg tidak perduli akan keberlangsungan sebuah anak cucu kita itu masalah yg paling utama
2207,Ya seperti ini lah wajah indonesia yang sebenarnya !!!,ya seperti ini lah wajah indonesia yang sebenarnya
2208,"ikut berbela sungkawa atas meninggalnya rasa kemanusiaan yang adil dan beradab , dan keadilan sosial bagi seluruh rakyat indonesia, semoga amal ibadanya di terima di sisinya, saya takut bersuara karena kelak di anggap gila, salah salah penjara menanti dengan jerat pasal karet yang bisa membias kemana kemana , saya takut bersuara karena saya bukan siapa siapa, saya takut bersuara karena tak ada pilihan lain",ikut berbela sungkawa atas meninggalnya rasa kemanusiaan yang adil dan beradab dan keadilan sosial bagi seluruh rakyat indonesia semoga amal ibadanya di terima di sisinya saya takut bersuara karena kelak di anggap gila salah salah penjara menanti dengan jerat pasal karet yang bisa membias kemana kemana saya takut bersuara karena saya bukan siapa siapa saya takut bersuara karena tak ada pilihan lain
2209,"maunya gak perlu tambang ini itu, import saja semua beli langsung dari negara2 lain, sanggup beli? goblok aja mau import kalo punya bahan baku di negri sendiri. ini movie? gak mutu. rencana mau serang sebelum pilpres? terima hasilnya.",maunya gak perlu tambang ini itu import saja semua beli langsung dari negara lain sanggup beli goblok aja mau import kalo punya bahan baku di negri sendiri ini movie gak mutu rencana mau serang sebelum pilpres terima hasilnya
2210,"Film ini gak mungkin bisa tayang di media Nasional, krn PLTU batang mulai jaman SBY-Jokowi tetap jalan terus, 
  
  Sebagian pengusaha yg menghabiskan cadangan energi negara juga para politisi yg sekarang jadi pejabat, tau gak kl bumi pertiwi udah hancur..!!!",film ini gak mungkin bisa tayang di media nasional krn pltu batang mulai jaman sbyjokowi tetap jalan terus sebagian pengusaha yg menghabiskan cadangan energi negara juga para politisi yg sekarang jadi pejabat tau gak kl bumi pertiwi udah hancur
2211,"Ini indonesia....4000 orng kaya menguasi keuangan 4jt orng, ya usaha hilir mudik nya di kuasai itu2.. aja...dia yg pemerintah, dia yg pengusaha...dia pemilik tambang dia pemegang saham pltu...ya yang kaya makin kaya yg miskin makin miskin....apa gk ada energi lain buat listrik...harua batu bara,? Jwban nya iya...karna kalau di gunakan buat pembangkit listrik harga batu bara makin bagus ...tp ingat batu bara bakal hbiss...",ini indonesia orng kaya menguasi keuangan jt orng ya usaha hilir mudik nya di kuasai itu ajadia yg pemerintah dia yg pengusahadia pemilik tambang dia pemegang saham pltuya yang kaya makin kaya yg miskin makin miskinapa gk ada energi lain buat listrikharua batu bara jwban nya iyakarna kalau di gunakan buat pembangkit listrik harga batu bara makin bagus tp ingat batu bara bakal hbiss
2212,Kalimantan Berubah Nama Jadi KALIKOLAM Datang Gali Lalu Pergi,kalimantan berubah nama jadi kalikolam datang gali lalu pergi
2213,Tempat KaKaEn 2016.,tempat kakaen
2214,"Astaqfirullah, ampuni dosa"" hamba mu ini ya Robi.
  Tak terasa air mata ini menetes sambil melihat cerita yang begitu amat pedih dinegri ini. 
  Saya Pribadi malu, ternyata semua dari masa kemasa Pemerintahan semua nya hanya semu. Rakyat kecil hanya dijadikan alat untuk sebuah kekuasaan. Ujung"" nya rakyat kecil juga yang jadi korban nya.",astaqfirullah ampuni dosa hamba mu ini ya robi tak terasa air mata ini menetes sambil melihat cerita yang begitu amat pedih dinegri ini saya pribadi malu ternyata semua dari masa kemasa pemerintahan semua nya hanya semu rakyat kecil hanya dijadikan alat untuk sebuah kekuasaan ujung nya rakyat kecil juga yang jadi korban nya
